group	fill	colour	x	y	clickSelects
662	#FFFFFF	#D3D3D3	-40.45	15	12
644	#FFFFFF	#D3D3D3	-39.95	15.5	12
644	#FFFFFF	#D3D3D3	-39.5	15.95	12
644	#FFFFFF	#D3D3D3	-39.05	15.5	12
644	#FFFFFF	#D3D3D3	-39.5	15.05	12
644	#FFFFFF	#D3D3D3	-39.95	15.5	12
628	#FFFFFF	#D3D3D3	-39.45	16	12
628	#FFFFFF	#D3D3D3	-39	16.45	12
628	#FFFFFF	#D3D3D3	-38.55	16	12
628	#FFFFFF	#D3D3D3	-39	15.55	12
628	#FFFFFF	#D3D3D3	-39.45	16	12
612	#FFFFFF	#D3D3D3	-38.95	16.5	12
612	#FFFFFF	#D3D3D3	-38.5	16.95	12
612	#FFFFFF	#D3D3D3	-38.05	16.5	12
612	#FFFFFF	#D3D3D3	-38.5	16.05	12
612	#FFFFFF	#D3D3D3	-38.95	16.5	12
596	#FFFFFF	#D3D3D3	-38.45	17	12
596	#FFFFFF	#D3D3D3	-38	17.45	12
596	#FFFFFF	#D3D3D3	-37.55	17	12
596	#FFFFFF	#D3D3D3	-38	16.55	12
596	#FFFFFF	#D3D3D3	-38.45	17	12
579	#FFFFFF	#D3D3D3	-37.95	17.5	12
579	#FFFFFF	#D3D3D3	-37.5	17.95	12
579	#FFFFFF	#D3D3D3	-37.05	17.5	12
579	#FFFFFF	#D3D3D3	-37.5	17.05	12
579	#FFFFFF	#D3D3D3	-37.95	17.5	12
562	#FFFFFF	#D3D3D3	-37.45	18	12
562	#FFFFFF	#D3D3D3	-37	18.45	12
562	#FFFFFF	#D3D3D3	-36.55	18	12
562	#FFFFFF	#D3D3D3	-37	17.55	12
562	#FFFFFF	#D3D3D3	-37.45	18	12
544	#FFFFFF	#D3D3D3	-36.95	18.5	12
544	#FFFFFF	#D3D3D3	-36.5	18.95	12
544	#FFFFFF	#D3D3D3	-36.05	18.5	12
544	#FFFFFF	#D3D3D3	-36.5	18.05	12
544	#FFFFFF	#D3D3D3	-36.95	18.5	12
526	#FFFFFF	#D3D3D3	-36.45	19	25
526	#FFFFFF	#D3D3D3	-36	19.45	25
526	#FFFFFF	#D3D3D3	-35.55	19	25
526	#FFFFFF	#D3D3D3	-36	18.55	25
526	#FFFFFF	#D3D3D3	-36.45	19	25
507	#FFFFFF	#D3D3D3	-35.95	19.5	25
507	#FFFFFF	#D3D3D3	-35.5	19.95	25
507	#FFFFFF	#D3D3D3	-35.05	19.5	25
507	#FFFFFF	#D3D3D3	-35.5	19.05	25
507	#FFFFFF	#D3D3D3	-35.95	19.5	25
489	#FFFFFF	#D3D3D3	-35.45	20	28
489	#FFFFFF	#D3D3D3	-35	20.45	28
489	#FFFFFF	#D3D3D3	-34.55	20	28
489	#FFFFFF	#D3D3D3	-35	19.55	28
489	#FFFFFF	#D3D3D3	-35.45	20	28
469	#FFFFFF	#D3D3D3	-34.95	20.5	28
469	#FFFFFF	#D3D3D3	-34.5	20.95	28
469	#FFFFFF	#D3D3D3	-34.05	20.5	28
469	#FFFFFF	#D3D3D3	-34.5	20.05	28
469	#FFFFFF	#D3D3D3	-34.95	20.5	28
780	#FFFFFF	#D3D3D3	-44.95	9.5	14
780	#FFFFFF	#D3D3D3	-44.5	9.95	14
780	#FFFFFF	#D3D3D3	-44.05	9.5	14
780	#FFFFFF	#D3D3D3	-44.5	9.05	14
780	#FFFFFF	#D3D3D3	-44.95	9.5	14
762	#FFFFFF	#D3D3D3	-44.45	10	14
762	#FFFFFF	#D3D3D3	-44	10.45	14
762	#FFFFFF	#D3D3D3	-43.55	10	14
762	#FFFFFF	#D3D3D3	-44	9.55	14
762	#FFFFFF	#D3D3D3	-44.45	10	14
751	#FFFFFF	#D3D3D3	-43.95	10.5	14
751	#FFFFFF	#D3D3D3	-43.5	10.95	14
751	#FFFFFF	#D3D3D3	-43.05	10.5	14
751	#FFFFFF	#D3D3D3	-43.5	10.05	14
751	#FFFFFF	#D3D3D3	-43.95	10.5	14
740	#FFFFFF	#D3D3D3	-43.45	11	14
740	#FFFFFF	#D3D3D3	-43	11.45	14
740	#FFFFFF	#D3D3D3	-42.55	11	14
740	#FFFFFF	#D3D3D3	-43	10.55	14
740	#FFFFFF	#D3D3D3	-43.45	11	14
727	#FFFFFF	#D3D3D3	-42.95	11.5	14
727	#FFFFFF	#D3D3D3	-42.5	11.95	14
727	#FFFFFF	#D3D3D3	-42.05	11.5	14
727	#FFFFFF	#D3D3D3	-42.5	11.05	14
727	#FFFFFF	#D3D3D3	-42.95	11.5	14
715	#FFFFFF	#D3D3D3	-42.45	12	14
715	#FFFFFF	#D3D3D3	-42	12.45	14
715	#FFFFFF	#D3D3D3	-41.55	12	14
715	#FFFFFF	#D3D3D3	-42	11.55	14
715	#FFFFFF	#D3D3D3	-42.45	12	14
702	#FFFFFF	#D3D3D3	-41.95	12.5	12
702	#FFFFFF	#D3D3D3	-41.5	12.95	12
702	#FFFFFF	#D3D3D3	-41.05	12.5	12
702	#FFFFFF	#D3D3D3	-41.5	12.05	12
702	#FFFFFF	#D3D3D3	-41.95	12.5	12
689	#FFFFFF	#D3D3D3	-41.45	13	12
689	#FFFFFF	#D3D3D3	-41	13.45	12
689	#FFFFFF	#D3D3D3	-40.55	13	12
689	#FFFFFF	#D3D3D3	-41	12.55	12
689	#FFFFFF	#D3D3D3	-41.45	13	12
675	#FFFFFF	#D3D3D3	-40.95	13.5	12
675	#FFFFFF	#D3D3D3	-40.5	13.95	12
675	#FFFFFF	#D3D3D3	-40.05	13.5	12
675	#FFFFFF	#D3D3D3	-40.5	13.05	12
675	#FFFFFF	#D3D3D3	-40.95	13.5	12
661	#FFFFFF	#D3D3D3	-40.45	14	12
661	#FFFFFF	#D3D3D3	-40	14.45	12
661	#FFFFFF	#D3D3D3	-39.55	14	12
661	#FFFFFF	#D3D3D3	-40	13.55	12
661	#FFFFFF	#D3D3D3	-40.45	14	12
643	#FFFFFF	#D3D3D3	-39.95	14.5	12
643	#FFFFFF	#D3D3D3	-39.5	14.95	12
643	#FFFFFF	#D3D3D3	-39.05	14.5	12
643	#FFFFFF	#D3D3D3	-39.5	14.05	12
643	#FFFFFF	#D3D3D3	-39.95	14.5	12
627	#FFFFFF	#D3D3D3	-39.45	15	12
627	#FFFFFF	#D3D3D3	-39	15.45	12
627	#FFFFFF	#D3D3D3	-38.55	15	12
627	#FFFFFF	#D3D3D3	-39	14.55	12
627	#FFFFFF	#D3D3D3	-39.45	15	12
611	#FFFFFF	#D3D3D3	-38.95	15.5	12
611	#FFFFFF	#D3D3D3	-38.5	15.95	12
611	#FFFFFF	#D3D3D3	-38.05	15.5	12
611	#FFFFFF	#D3D3D3	-38.5	15.05	12
611	#FFFFFF	#D3D3D3	-38.95	15.5	12
595	#FFFFFF	#D3D3D3	-38.45	16	12
595	#FFFFFF	#D3D3D3	-38	16.45	12
595	#FFFFFF	#D3D3D3	-37.55	16	12
595	#FFFFFF	#D3D3D3	-38	15.55	12
595	#FFFFFF	#D3D3D3	-38.45	16	12
578	#FFFFFF	#D3D3D3	-37.95	16.5	12
578	#FFFFFF	#D3D3D3	-37.5	16.95	12
578	#FFFFFF	#D3D3D3	-37.05	16.5	12
578	#FFFFFF	#D3D3D3	-37.5	16.05	12
578	#FFFFFF	#D3D3D3	-37.95	16.5	12
561	#FFFFFF	#D3D3D3	-37.45	17	12
561	#FFFFFF	#D3D3D3	-37	17.45	12
561	#FFFFFF	#D3D3D3	-36.55	17	12
561	#FFFFFF	#D3D3D3	-37	16.55	12
561	#FFFFFF	#D3D3D3	-37.45	17	12
543	#FFFFFF	#D3D3D3	-36.95	17.5	12
543	#FFFFFF	#D3D3D3	-36.5	17.95	12
543	#FFFFFF	#D3D3D3	-36.05	17.5	12
543	#FFFFFF	#D3D3D3	-36.5	17.05	12
543	#FFFFFF	#D3D3D3	-36.95	17.5	12
525	#FFFFFF	#D3D3D3	-36.45	18	25
525	#FFFFFF	#D3D3D3	-36	18.45	25
525	#FFFFFF	#D3D3D3	-35.55	18	25
525	#FFFFFF	#D3D3D3	-36	17.55	25
525	#FFFFFF	#D3D3D3	-36.45	18	25
506	#FFFFFF	#D3D3D3	-35.95	18.5	25
506	#FFFFFF	#D3D3D3	-35.5	18.95	25
506	#FFFFFF	#D3D3D3	-35.05	18.5	25
506	#FFFFFF	#D3D3D3	-35.5	18.05	25
506	#FFFFFF	#D3D3D3	-35.95	18.5	25
487	#FFFFFF	#D3D3D3	-35.45	19	28
487	#FFFFFF	#D3D3D3	-35	19.45	28
487	#FFFFFF	#D3D3D3	-34.55	19	28
487	#FFFFFF	#D3D3D3	-35	18.55	28
487	#FFFFFF	#D3D3D3	-35.45	19	28
467	#FFFFFF	#D3D3D3	-34.95	19.5	28
467	#FFFFFF	#D3D3D3	-34.5	19.95	28
467	#FFFFFF	#D3D3D3	-34.05	19.5	28
467	#FFFFFF	#D3D3D3	-34.5	19.05	28
467	#FFFFFF	#D3D3D3	-34.95	19.5	28
449	#FFFFFF	#D3D3D3	-34.45	20	28
449	#FFFFFF	#D3D3D3	-34	20.45	28
449	#FFFFFF	#D3D3D3	-33.55	20	28
449	#FFFFFF	#D3D3D3	-34	19.55	28
449	#FFFFFF	#D3D3D3	-34.45	20	28
779	#FFFFFF	#D3D3D3	-44.95	8.5	6
779	#FFFFFF	#D3D3D3	-44.5	8.95	6
779	#FFFFFF	#D3D3D3	-44.05	8.5	6
779	#FFFFFF	#D3D3D3	-44.5	8.05	6
779	#FFFFFF	#D3D3D3	-44.95	8.5	6
770	#FFFFFF	#D3D3D3	-44.45	9	6
770	#FFFFFF	#D3D3D3	-44	9.45	6
770	#FFFFFF	#D3D3D3	-43.55	9	6
770	#FFFFFF	#D3D3D3	-44	8.55	6
770	#FFFFFF	#D3D3D3	-44.45	9	6
759	#FFFFFF	#D3D3D3	-43.95	9.5	6
759	#FFFFFF	#D3D3D3	-43.5	9.95	6
759	#FFFFFF	#D3D3D3	-43.05	9.5	6
759	#FFFFFF	#D3D3D3	-43.5	9.05	6
759	#FFFFFF	#D3D3D3	-43.95	9.5	6
739	#FFFFFF	#D3D3D3	-43.45	10	6
739	#FFFFFF	#D3D3D3	-43	10.45	6
739	#FFFFFF	#D3D3D3	-42.55	10	6
739	#FFFFFF	#D3D3D3	-43	9.55	6
739	#FFFFFF	#D3D3D3	-43.45	10	6
726	#FFFFFF	#D3D3D3	-42.95	10.5	6
726	#FFFFFF	#D3D3D3	-42.5	10.95	6
726	#FFFFFF	#D3D3D3	-42.05	10.5	6
726	#FFFFFF	#D3D3D3	-42.5	10.05	6
726	#FFFFFF	#D3D3D3	-42.95	10.5	6
714	#FFFFFF	#D3D3D3	-42.45	11	6
714	#FFFFFF	#D3D3D3	-42	11.45	6
714	#FFFFFF	#D3D3D3	-41.55	11	6
714	#FFFFFF	#D3D3D3	-42	10.55	6
714	#FFFFFF	#D3D3D3	-42.45	11	6
701	#FFFFFF	#D3D3D3	-41.95	11.5	6
701	#FFFFFF	#D3D3D3	-41.5	11.95	6
701	#FFFFFF	#D3D3D3	-41.05	11.5	6
701	#FFFFFF	#D3D3D3	-41.5	11.05	6
701	#FFFFFF	#D3D3D3	-41.95	11.5	6
688	#FFFFFF	#D3D3D3	-41.45	12	6
688	#FFFFFF	#D3D3D3	-41	12.45	6
688	#FFFFFF	#D3D3D3	-40.55	12	6
688	#FFFFFF	#D3D3D3	-41	11.55	6
688	#FFFFFF	#D3D3D3	-41.45	12	6
674	#FFFFFF	#D3D3D3	-40.95	12.5	12
674	#FFFFFF	#D3D3D3	-40.5	12.95	12
674	#FFFFFF	#D3D3D3	-40.05	12.5	12
674	#FFFFFF	#D3D3D3	-40.5	12.05	12
674	#FFFFFF	#D3D3D3	-40.95	12.5	12
660	#FFFFFF	#D3D3D3	-40.45	13	12
660	#FFFFFF	#D3D3D3	-40	13.45	12
660	#FFFFFF	#D3D3D3	-39.55	13	12
660	#FFFFFF	#D3D3D3	-40	12.55	12
660	#FFFFFF	#D3D3D3	-40.45	13	12
642	#FFFFFF	#D3D3D3	-39.95	13.5	12
642	#FFFFFF	#D3D3D3	-39.5	13.95	12
642	#FFFFFF	#D3D3D3	-39.05	13.5	12
642	#FFFFFF	#D3D3D3	-39.5	13.05	12
642	#FFFFFF	#D3D3D3	-39.95	13.5	12
626	#FFFFFF	#D3D3D3	-39.45	14	12
626	#FFFFFF	#D3D3D3	-39	14.45	12
626	#FFFFFF	#D3D3D3	-38.55	14	12
626	#FFFFFF	#D3D3D3	-39	13.55	12
626	#FFFFFF	#D3D3D3	-39.45	14	12
610	#FFFFFF	#D3D3D3	-38.95	14.5	12
610	#FFFFFF	#D3D3D3	-38.5	14.95	12
610	#FFFFFF	#D3D3D3	-38.05	14.5	12
610	#FFFFFF	#D3D3D3	-38.5	14.05	12
610	#FFFFFF	#D3D3D3	-38.95	14.5	12
594	#FFFFFF	#D3D3D3	-38.45	15	12
594	#FFFFFF	#D3D3D3	-38	15.45	12
594	#FFFFFF	#D3D3D3	-37.55	15	12
594	#FFFFFF	#D3D3D3	-38	14.55	12
594	#FFFFFF	#D3D3D3	-38.45	15	12
577	#FFFFFF	#D3D3D3	-37.95	15.5	12
577	#FFFFFF	#D3D3D3	-37.5	15.95	12
577	#FFFFFF	#D3D3D3	-37.05	15.5	12
577	#FFFFFF	#D3D3D3	-37.5	15.05	12
577	#FFFFFF	#D3D3D3	-37.95	15.5	12
560	#FFFFFF	#D3D3D3	-37.45	16	12
560	#FFFFFF	#D3D3D3	-37	16.45	12
560	#FFFFFF	#D3D3D3	-36.55	16	12
560	#FFFFFF	#D3D3D3	-37	15.55	12
560	#FFFFFF	#D3D3D3	-37.45	16	12
542	#FFFFFF	#D3D3D3	-36.95	16.5	12
542	#FFFFFF	#D3D3D3	-36.5	16.95	12
542	#FFFFFF	#D3D3D3	-36.05	16.5	12
542	#FFFFFF	#D3D3D3	-36.5	16.05	12
542	#FFFFFF	#D3D3D3	-36.95	16.5	12
524	#FFFFFF	#D3D3D3	-36.45	17	12
524	#FFFFFF	#D3D3D3	-36	17.45	12
524	#FFFFFF	#D3D3D3	-35.55	17	12
524	#FFFFFF	#D3D3D3	-36	16.55	12
524	#FFFFFF	#D3D3D3	-36.45	17	12
505	#FFFFFF	#D3D3D3	-35.95	17.5	11
505	#FFFFFF	#D3D3D3	-35.5	17.95	11
505	#FFFFFF	#D3D3D3	-35.05	17.5	11
505	#FFFFFF	#D3D3D3	-35.5	17.05	11
505	#FFFFFF	#D3D3D3	-35.95	17.5	11
486	#FFFFFF	#D3D3D3	-35.45	18	11
486	#FFFFFF	#D3D3D3	-35	18.45	11
486	#FFFFFF	#D3D3D3	-34.55	18	11
486	#FFFFFF	#D3D3D3	-35	17.55	11
486	#FFFFFF	#D3D3D3	-35.45	18	11
466	#FFFFFF	#D3D3D3	-34.95	18.5	11
466	#FFFFFF	#D3D3D3	-34.5	18.95	11
466	#FFFFFF	#D3D3D3	-34.05	18.5	11
466	#FFFFFF	#D3D3D3	-34.5	18.05	11
466	#FFFFFF	#D3D3D3	-34.95	18.5	11
447	#FFFFFF	#D3D3D3	-34.45	19	11
447	#FFFFFF	#D3D3D3	-34	19.45	11
447	#FFFFFF	#D3D3D3	-33.55	19	11
447	#FFFFFF	#D3D3D3	-34	18.55	11
447	#FFFFFF	#D3D3D3	-34.45	19	11
428	#FFFFFF	#D3D3D3	-33.95	19.5	11
428	#FFFFFF	#D3D3D3	-33.5	19.95	11
428	#FFFFFF	#D3D3D3	-33.05	19.5	11
428	#FFFFFF	#D3D3D3	-33.5	19.05	11
428	#FFFFFF	#D3D3D3	-33.95	19.5	11
778	#FFFFFF	#D3D3D3	-44.95	7.5	6
778	#FFFFFF	#D3D3D3	-44.5	7.95	6
778	#FFFFFF	#D3D3D3	-44.05	7.5	6
778	#FFFFFF	#D3D3D3	-44.5	7.05	6
778	#FFFFFF	#D3D3D3	-44.95	7.5	6
769	#FFFFFF	#D3D3D3	-44.45	8	6
769	#FFFFFF	#D3D3D3	-44	8.45	6
769	#FFFFFF	#D3D3D3	-43.55	8	6
769	#FFFFFF	#D3D3D3	-44	7.55	6
769	#FFFFFF	#D3D3D3	-44.45	8	6
758	#FFFFFF	#D3D3D3	-43.95	8.5	6
758	#FFFFFF	#D3D3D3	-43.5	8.95	6
758	#FFFFFF	#D3D3D3	-43.05	8.5	6
758	#FFFFFF	#D3D3D3	-43.5	8.05	6
758	#FFFFFF	#D3D3D3	-43.95	8.5	6
748	#FFFFFF	#D3D3D3	-43.45	9	6
748	#FFFFFF	#D3D3D3	-43	9.45	6
748	#FFFFFF	#D3D3D3	-42.55	9	6
748	#FFFFFF	#D3D3D3	-43	8.55	6
748	#FFFFFF	#D3D3D3	-43.45	9	6
736	#FFFFFF	#D3D3D3	-42.95	9.5	6
736	#FFFFFF	#D3D3D3	-42.5	9.95	6
736	#FFFFFF	#D3D3D3	-42.05	9.5	6
736	#FFFFFF	#D3D3D3	-42.5	9.05	6
736	#FFFFFF	#D3D3D3	-42.95	9.5	6
713	#FFFFFF	#D3D3D3	-42.45	10	6
713	#FFFFFF	#D3D3D3	-42	10.45	6
713	#FFFFFF	#D3D3D3	-41.55	10	6
713	#FFFFFF	#D3D3D3	-42	9.55	6
713	#FFFFFF	#D3D3D3	-42.45	10	6
700	#FFFFFF	#D3D3D3	-41.95	10.5	6
700	#FFFFFF	#D3D3D3	-41.5	10.95	6
700	#FFFFFF	#D3D3D3	-41.05	10.5	6
700	#FFFFFF	#D3D3D3	-41.5	10.05	6
700	#FFFFFF	#D3D3D3	-41.95	10.5	6
687	#FFFFFF	#D3D3D3	-41.45	11	6
687	#FFFFFF	#D3D3D3	-41	11.45	6
687	#FFFFFF	#D3D3D3	-40.55	11	6
687	#FFFFFF	#D3D3D3	-41	10.55	6
687	#FFFFFF	#D3D3D3	-41.45	11	6
673	#FFFFFF	#D3D3D3	-40.95	11.5	6
673	#FFFFFF	#D3D3D3	-40.5	11.95	6
673	#FFFFFF	#D3D3D3	-40.05	11.5	6
673	#FFFFFF	#D3D3D3	-40.5	11.05	6
673	#FFFFFF	#D3D3D3	-40.95	11.5	6
659	#FFFFFF	#D3D3D3	-40.45	12	12
659	#FFFFFF	#D3D3D3	-40	12.45	12
659	#FFFFFF	#D3D3D3	-39.55	12	12
659	#FFFFFF	#D3D3D3	-40	11.55	12
659	#FFFFFF	#D3D3D3	-40.45	12	12
641	#FFFFFF	#D3D3D3	-39.95	12.5	12
641	#FFFFFF	#D3D3D3	-39.5	12.95	12
641	#FFFFFF	#D3D3D3	-39.05	12.5	12
641	#FFFFFF	#D3D3D3	-39.5	12.05	12
641	#FFFFFF	#D3D3D3	-39.95	12.5	12
625	#FFFFFF	#D3D3D3	-39.45	13	12
625	#FFFFFF	#D3D3D3	-39	13.45	12
625	#FFFFFF	#D3D3D3	-38.55	13	12
625	#FFFFFF	#D3D3D3	-39	12.55	12
625	#FFFFFF	#D3D3D3	-39.45	13	12
609	#FFFFFF	#D3D3D3	-38.95	13.5	12
609	#FFFFFF	#D3D3D3	-38.5	13.95	12
609	#FFFFFF	#D3D3D3	-38.05	13.5	12
609	#FFFFFF	#D3D3D3	-38.5	13.05	12
609	#FFFFFF	#D3D3D3	-38.95	13.5	12
593	#FFFFFF	#D3D3D3	-38.45	14	12
593	#FFFFFF	#D3D3D3	-38	14.45	12
593	#FFFFFF	#D3D3D3	-37.55	14	12
593	#FFFFFF	#D3D3D3	-38	13.55	12
593	#FFFFFF	#D3D3D3	-38.45	14	12
576	#FFFFFF	#D3D3D3	-37.95	14.5	12
576	#FFFFFF	#D3D3D3	-37.5	14.95	12
576	#FFFFFF	#D3D3D3	-37.05	14.5	12
576	#FFFFFF	#D3D3D3	-37.5	14.05	12
576	#FFFFFF	#D3D3D3	-37.95	14.5	12
559	#FFFFFF	#D3D3D3	-37.45	15	12
559	#FFFFFF	#D3D3D3	-37	15.45	12
559	#FFFFFF	#D3D3D3	-36.55	15	12
559	#FFFFFF	#D3D3D3	-37	14.55	12
559	#FFFFFF	#D3D3D3	-37.45	15	12
541	#FFFFFF	#D3D3D3	-36.95	15.5	12
541	#FFFFFF	#D3D3D3	-36.5	15.95	12
541	#FFFFFF	#D3D3D3	-36.05	15.5	12
541	#FFFFFF	#D3D3D3	-36.5	15.05	12
541	#FFFFFF	#D3D3D3	-36.95	15.5	12
523	#FFFFFF	#D3D3D3	-36.45	16	12
523	#FFFFFF	#D3D3D3	-36	16.45	12
523	#FFFFFF	#D3D3D3	-35.55	16	12
523	#FFFFFF	#D3D3D3	-36	15.55	12
523	#FFFFFF	#D3D3D3	-36.45	16	12
504	#FFFFFF	#D3D3D3	-35.95	16.5	12
504	#FFFFFF	#D3D3D3	-35.5	16.95	12
504	#FFFFFF	#D3D3D3	-35.05	16.5	12
504	#FFFFFF	#D3D3D3	-35.5	16.05	12
504	#FFFFFF	#D3D3D3	-35.95	16.5	12
485	#FFFFFF	#D3D3D3	-35.45	17	11
485	#FFFFFF	#D3D3D3	-35	17.45	11
485	#FFFFFF	#D3D3D3	-34.55	17	11
485	#FFFFFF	#D3D3D3	-35	16.55	11
485	#FFFFFF	#D3D3D3	-35.45	17	11
465	#FFFFFF	#D3D3D3	-34.95	17.5	11
465	#FFFFFF	#D3D3D3	-34.5	17.95	11
465	#FFFFFF	#D3D3D3	-34.05	17.5	11
465	#FFFFFF	#D3D3D3	-34.5	17.05	11
465	#FFFFFF	#D3D3D3	-34.95	17.5	11
446	#FFFFFF	#D3D3D3	-34.45	18	11
446	#FFFFFF	#D3D3D3	-34	18.45	11
446	#FFFFFF	#D3D3D3	-33.55	18	11
446	#FFFFFF	#D3D3D3	-34	17.55	11
446	#FFFFFF	#D3D3D3	-34.45	18	11
427	#FFFFFF	#D3D3D3	-33.95	18.5	11
427	#FFFFFF	#D3D3D3	-33.5	18.95	11
427	#FFFFFF	#D3D3D3	-33.05	18.5	11
427	#FFFFFF	#D3D3D3	-33.5	18.05	11
427	#FFFFFF	#D3D3D3	-33.95	18.5	11
409	#FFFFFF	#D3D3D3	-33.45	19	11
409	#FFFFFF	#D3D3D3	-33	19.45	11
409	#FFFFFF	#D3D3D3	-32.55	19	11
409	#FFFFFF	#D3D3D3	-33	18.55	11
409	#FFFFFF	#D3D3D3	-33.45	19	11
777	#FFFFFF	#D3D3D3	-44.95	6.5	13
777	#FFFFFF	#D3D3D3	-44.5	6.95	13
777	#FFFFFF	#D3D3D3	-44.05	6.5	13
777	#FFFFFF	#D3D3D3	-44.5	6.05	13
777	#FFFFFF	#D3D3D3	-44.95	6.5	13
768	#FFFFFF	#D3D3D3	-44.45	7	13
768	#FFFFFF	#D3D3D3	-44	7.45	13
768	#FFFFFF	#D3D3D3	-43.55	7	13
768	#FFFFFF	#D3D3D3	-44	6.55	13
768	#FFFFFF	#D3D3D3	-44.45	7	13
757	#FFFFFF	#D3D3D3	-43.95	7.5	13
757	#FFFFFF	#D3D3D3	-43.5	7.95	13
757	#FFFFFF	#D3D3D3	-43.05	7.5	13
757	#FFFFFF	#D3D3D3	-43.5	7.05	13
757	#FFFFFF	#D3D3D3	-43.95	7.5	13
747	#FFFFFF	#D3D3D3	-43.45	8	13
747	#FFFFFF	#D3D3D3	-43	8.45	13
747	#FFFFFF	#D3D3D3	-42.55	8	13
747	#FFFFFF	#D3D3D3	-43	7.55	13
747	#FFFFFF	#D3D3D3	-43.45	8	13
735	#FFFFFF	#D3D3D3	-42.95	8.5	13
735	#FFFFFF	#D3D3D3	-42.5	8.95	13
735	#FFFFFF	#D3D3D3	-42.05	8.5	13
735	#FFFFFF	#D3D3D3	-42.5	8.05	13
735	#FFFFFF	#D3D3D3	-42.95	8.5	13
723	#FFFFFF	#D3D3D3	-42.45	9	13
723	#FFFFFF	#D3D3D3	-42	9.45	13
723	#FFFFFF	#D3D3D3	-41.55	9	13
723	#FFFFFF	#D3D3D3	-42	8.55	13
723	#FFFFFF	#D3D3D3	-42.45	9	13
710	#FFFFFF	#D3D3D3	-41.95	9.5	13
710	#FFFFFF	#D3D3D3	-41.5	9.95	13
710	#FFFFFF	#D3D3D3	-41.05	9.5	13
710	#FFFFFF	#D3D3D3	-41.5	9.05	13
710	#FFFFFF	#D3D3D3	-41.95	9.5	13
686	#FFFFFF	#D3D3D3	-41.45	10	13
686	#FFFFFF	#D3D3D3	-41	10.45	13
686	#FFFFFF	#D3D3D3	-40.55	10	13
686	#FFFFFF	#D3D3D3	-41	9.55	13
686	#FFFFFF	#D3D3D3	-41.45	10	13
672	#FFFFFF	#D3D3D3	-40.95	10.5	13
672	#FFFFFF	#D3D3D3	-40.5	10.95	13
672	#FFFFFF	#D3D3D3	-40.05	10.5	13
672	#FFFFFF	#D3D3D3	-40.5	10.05	13
672	#FFFFFF	#D3D3D3	-40.95	10.5	13
658	#FFFFFF	#D3D3D3	-40.45	11	13
658	#FFFFFF	#D3D3D3	-40	11.45	13
658	#FFFFFF	#D3D3D3	-39.55	11	13
